"workerid","Answer.time_in_minutes","modal","percentage_blue","Answer.condition","Answer.misread_instructions","rating","color","speaker_cond"
17,7.12251666666667,"probably",25,"probably",0,0,"blue","f"
17,7.12251666666667,"probably",40,"probably",0,0,"blue","f"
17,7.12251666666667,"probably",50,"probably",0,0,"blue","f"
17,7.12251666666667,"probably",60,"probably",0,0,"blue","f"
17,7.12251666666667,"probably",75,"probably",0,8,"blue","f"
17,7.12251666666667,"probably",90,"probably",0,2,"blue","f"
17,7.12251666666667,"probably",100,"probably",0,0,"blue","f"
17,7.12251666666667,"bare",0,"probably",0,9,"orange","f"
17,7.12251666666667,"bare",10,"probably",0,1,"orange","f"
17,7.12251666666667,"bare",25,"probably",0,0,"orange","f"
17,7.12251666666667,"bare",40,"probably",0,0,"orange","f"
17,7.12251666666667,"bare",50,"probably",0,0,"orange","f"
17,7.12251666666667,"bare",60,"probably",0,0,"orange","f"
17,7.12251666666667,"bare",75,"probably",0,0,"orange","f"
17,7.12251666666667,"bare",90,"probably",0,0,"orange","f"
17,7.12251666666667,"bare",100,"probably",0,0,"orange","f"
17,7.12251666666667,"might",0,"probably",0,0,"blue","f"
17,7.12251666666667,"might",10,"probably",0,1,"blue","f"
17,7.12251666666667,"might",25,"probably",0,7,"blue","f"
17,7.12251666666667,"might",40,"probably",0,2,"blue","f"
17,7.12251666666667,"might",50,"probably",0,0,"blue","f"
17,7.12251666666667,"might",60,"probably",0,0,"blue","f"
17,7.12251666666667,"might",75,"probably",0,0,"blue","f"
17,7.12251666666667,"might",90,"probably",0,0,"blue","f"
17,7.12251666666667,"might",100,"probably",0,0,"blue","f"
17,7.12251666666667,"might",0,"probably",0,0,"orange","f"
17,7.12251666666667,"might",10,"probably",0,0,"orange","f"
17,7.12251666666667,"might",25,"probably",0,0,"orange","f"
17,7.12251666666667,"might",40,"probably",0,0,"orange","f"
17,7.12251666666667,"might",50,"probably",0,0,"orange","f"
17,7.12251666666667,"might",60,"probably",0,0,"orange","f"
17,7.12251666666667,"might",75,"probably",0,5,"orange","f"
17,7.12251666666667,"might",90,"probably",0,5,"orange","f"
17,7.12251666666667,"might",100,"probably",0,0,"orange","f"
18,10.2068,"might",0,"probably",0,0,"blue","f"
18,10.2068,"might",10,"probably",0,2,"blue","f"
18,10.2068,"might",25,"probably",0,2,"blue","f"
18,10.2068,"might",40,"probably",0,6,"blue","f"
18,10.2068,"might",50,"probably",0,0,"blue","f"
18,10.2068,"might",60,"probably",0,0,"blue","f"
18,10.2068,"might",75,"probably",0,0,"blue","f"
18,10.2068,"might",90,"probably",0,0,"blue","f"
18,10.2068,"might",100,"probably",0,0,"blue","f"
18,10.2068,"bare",0,"probably",0,10,"orange","f"
18,10.2068,"bare",10,"probably",0,0,"orange","f"
18,10.2068,"bare",25,"probably",0,0,"orange","f"
18,10.2068,"bare",40,"probably",0,0,"orange","f"
18,10.2068,"bare",50,"probably",0,0,"orange","f"
18,10.2068,"bare",60,"probably",0,0,"orange","f"
18,10.2068,"bare",75,"probably",0,0,"orange","f"
18,10.2068,"bare",90,"probably",0,0,"orange","f"
18,10.2068,"bare",100,"probably",0,0,"orange","f"
18,10.2068,"probably",0,"probably",0,0,"blue","f"
18,10.2068,"probably",10,"probably",0,0,"blue","f"
18,10.2068,"probably",25,"probably",0,0,"blue","f"
18,10.2068,"probably",40,"probably",0,0,"blue","f"
18,10.2068,"probably",50,"probably",0,1,"blue","f"
18,10.2068,"probably",60,"probably",0,1,"blue","f"
18,10.2068,"probably",75,"probably",0,7,"blue","f"
18,10.2068,"probably",90,"probably",0,1,"blue","f"
18,10.2068,"probably",100,"probably",0,0,"blue","f"
18,10.2068,"bare",0,"probably",0,0,"blue","f"
18,10.2068,"bare",10,"probably",0,0,"blue","f"
18,10.2068,"bare",25,"probably",0,0,"blue","f"
18,10.2068,"bare",40,"probably",0,0,"blue","f"
18,10.2068,"bare",50,"probably",0,0,"blue","f"
18,10.2068,"bare",60,"probably",0,0,"blue","f"
18,10.2068,"bare",75,"probably",0,0,"blue","f"
18,10.2068,"bare",90,"probably",0,0,"blue","f"
18,10.2068,"bare",100,"probably",0,10,"blue","f"
18,10.2068,"probably",0,"probably",0,0,"orange","f"
18,10.2068,"probably",10,"probably",0,3,"orange","f"
18,10.2068,"probably",25,"probably",0,4,"orange","f"
18,10.2068,"probably",40,"probably",0,3,"orange","f"
18,10.2068,"probably",50,"probably",0,0,"orange","f"
18,10.2068,"probably",60,"probably",0,0,"orange","f"
18,10.2068,"probably",75,"probably",0,0,"orange","f"
18,10.2068,"probably",90,"probably",0,0,"orange","f"
18,10.2068,"probably",100,"probably",0,0,"orange","f"
18,10.2068,"might",0,"probably",0,0,"orange","f"
18,10.2068,"might",10,"probably",0,0,"orange","f"
18,10.2068,"might",25,"probably",0,0,"orange","f"
18,10.2068,"might",40,"probably",0,0,"orange","f"
18,10.2068,"might",50,"probably",0,2,"orange","f"
18,10.2068,"might",60,"probably",0,3,"orange","f"
18,10.2068,"might",75,"probably",0,3,"orange","f"
18,10.2068,"might",90,"probably",0,2,"orange","f"
18,10.2068,"might",100,"probably",0,0,"orange","f"
19,6.4955,"might",0,"probably",0,0,"orange","f"
19,6.4955,"might",10,"probably",0,0,"orange","f"
19,6.4955,"might",25,"probably",0,0,"orange","f"
19,6.4955,"might",40,"probably",0,0,"orange","f"
19,6.4955,"might",50,"probably",0,2,"orange","f"
19,6.4955,"might",60,"probably",0,4,"orange","f"
19,6.4955,"might",75,"probably",0,3,"orange","f"
19,6.4955,"might",90,"probably",0,1,"orange","f"
19,6.4955,"might",100,"probably",0,0,"orange","f"
19,6.4955,"bare",0,"probably",0,10,"orange","f"
19,6.4955,"bare",10,"probably",0,0,"orange","f"
19,6.4955,"bare",25,"probably",0,0,"orange","f"
19,6.4955,"bare",40,"probably",0,0,"orange","f"
19,6.4955,"bare",50,"probably",0,0,"orange","f"
19,6.4955,"bare",60,"probably",0,0,"orange","f"
19,6.4955,"bare",75,"probably",0,0,"orange","f"
19,6.4955,"bare",90,"probably",0,0,"orange","f"
19,6.4955,"bare",100,"probably",0,0,"orange","f"
19,6.4955,"probably",0,"probably",0,0,"orange","f"
19,6.4955,"probably",10,"probably",0,4,"orange","f"
19,6.4955,"probably",25,"probably",0,3,"orange","f"
19,6.4955,"probably",40,"probably",0,3,"orange","f"
19,6.4955,"probably",50,"probably",0,0,"orange","f"
19,6.4955,"probably",60,"probably",0,0,"orange","f"
19,6.4955,"probably",75,"probably",0,0,"orange","f"
19,6.4955,"probably",90,"probably",0,0,"orange","f"
19,6.4955,"probably",100,"probably",0,0,"orange","f"
19,6.4955,"probably",0,"probably",0,0,"blue","f"
19,6.4955,"probably",10,"probably",0,0,"blue","f"
19,6.4955,"probably",25,"probably",0,0,"blue","f"
19,6.4955,"probably",40,"probably",0,0,"blue","f"
19,6.4955,"probably",50,"probably",0,0,"blue","f"
19,6.4955,"probably",60,"probably",0,2,"blue","f"
19,6.4955,"probably",75,"probably",0,4,"blue","f"
19,6.4955,"probably",90,"probably",0,4,"blue","f"
19,6.4955,"probably",100,"probably",0,0,"blue","f"
19,6.4955,"might",0,"probably",0,0,"blue","f"
19,6.4955,"might",10,"probably",0,2,"blue","f"
19,6.4955,"might",25,"probably",0,4,"blue","f"
19,6.4955,"might",40,"probably",0,4,"blue","f"
19,6.4955,"might",50,"probably",0,0,"blue","f"
19,6.4955,"might",60,"probably",0,0,"blue","f"
19,6.4955,"might",75,"probably",0,0,"blue","f"
19,6.4955,"might",90,"probably",0,0,"blue","f"
19,6.4955,"might",100,"probably",0,0,"blue","f"
19,6.4955,"bare",0,"probably",0,0,"blue","f"
19,6.4955,"bare",10,"probably",0,0,"blue","f"
19,6.4955,"bare",25,"probably",0,0,"blue","f"
19,6.4955,"bare",40,"probably",0,0,"blue","f"
19,6.4955,"bare",50,"probably",0,0,"blue","f"
19,6.4955,"bare",60,"probably",0,0,"blue","f"
19,6.4955,"bare",75,"probably",0,0,"blue","f"
19,6.4955,"bare",90,"probably",0,0,"blue","f"
19,6.4955,"bare",100,"probably",0,10,"blue","f"
20,6.18801666666667,"might",0,"probably",0,5,"blue","m"
20,6.18801666666667,"might",10,"probably",0,0,"blue","m"
20,6.18801666666667,"might",25,"probably",0,2,"blue","m"
20,6.18801666666667,"might",40,"probably",0,0,"blue","m"
20,6.18801666666667,"might",50,"probably",0,2,"blue","m"
20,6.18801666666667,"might",60,"probably",0,0,"blue","m"
20,6.18801666666667,"might",75,"probably",0,1,"blue","m"
20,6.18801666666667,"might",90,"probably",0,0,"blue","m"
20,6.18801666666667,"might",100,"probably",0,0,"blue","m"
20,6.18801666666667,"might",0,"probably",0,2,"orange","m"
20,6.18801666666667,"might",10,"probably",0,2,"orange","m"
20,6.18801666666667,"might",25,"probably",0,2,"orange","m"
20,6.18801666666667,"might",40,"probably",0,2,"orange","m"
20,6.18801666666667,"might",50,"probably",0,2,"orange","m"
20,6.18801666666667,"might",60,"probably",0,0,"orange","m"
20,6.18801666666667,"might",75,"probably",0,0,"orange","m"
20,6.18801666666667,"might",90,"probably",0,0,"orange","m"
20,6.18801666666667,"might",100,"probably",0,0,"orange","m"
20,6.18801666666667,"probably",0,"probably",0,2,"orange","m"
20,6.18801666666667,"probably",10,"probably",0,2,"orange","m"
20,6.18801666666667,"probably",25,"probably",0,1,"orange","m"
20,6.18801666666667,"probably",40,"probably",0,1,"orange","m"
20,6.18801666666667,"probably",50,"probably",0,1,"orange","m"
20,6.18801666666667,"probably",60,"probably",0,2,"orange","m"
20,6.18801666666667,"probably",75,"probably",0,1,"orange","m"
20,6.18801666666667,"probably",90,"probably",0,0,"orange","m"
20,6.18801666666667,"probably",100,"probably",0,0,"orange","m"
20,6.18801666666667,"bare",0,"probably",0,2,"orange","m"
20,6.18801666666667,"bare",10,"probably",0,2,"orange","m"
20,6.18801666666667,"bare",25,"probably",0,5,"orange","m"
20,6.18801666666667,"bare",40,"probably",0,1,"orange","m"
20,6.18801666666667,"bare",50,"probably",0,0,"orange","m"
20,6.18801666666667,"bare",60,"probably",0,0,"orange","m"
20,6.18801666666667,"bare",75,"probably",0,0,"orange","m"
20,6.18801666666667,"bare",90,"probably",0,0,"orange","m"
20,6.18801666666667,"bare",100,"probably",0,0,"orange","m"
20,6.18801666666667,"bare",0,"probably",0,0,"blue","m"
20,6.18801666666667,"bare",10,"probably",0,0,"blue","m"
20,6.18801666666667,"bare",25,"probably",0,0,"blue","m"
20,6.18801666666667,"bare",40,"probably",0,0,"blue","m"
20,6.18801666666667,"bare",50,"probably",0,0,"blue","m"
20,6.18801666666667,"bare",60,"probably",0,0,"blue","m"
20,6.18801666666667,"bare",75,"probably",0,3,"blue","m"
20,6.18801666666667,"bare",90,"probably",0,4,"blue","m"
20,6.18801666666667,"bare",100,"probably",0,3,"blue","m"
20,6.18801666666667,"probably",0,"probably",0,0,"blue","m"
20,6.18801666666667,"probably",10,"probably",0,0,"blue","m"
20,6.18801666666667,"probably",25,"probably",0,0,"blue","m"
20,6.18801666666667,"probably",40,"probably",0,0,"blue","m"
20,6.18801666666667,"probably",50,"probably",0,0,"blue","m"
20,6.18801666666667,"probably",60,"probably",0,6,"blue","m"
20,6.18801666666667,"probably",75,"probably",0,4,"blue","m"
20,6.18801666666667,"probably",90,"probably",0,0,"blue","m"
20,6.18801666666667,"probably",100,"probably",0,0,"blue","m"
21,11.0164333333333,"probably",0,"probably",0,0,"orange","m"
21,11.0164333333333,"probably",10,"probably",0,0,"orange","m"
21,11.0164333333333,"probably",25,"probably",0,3,"orange","m"
21,11.0164333333333,"probably",40,"probably",0,5,"orange","m"
21,11.0164333333333,"probably",50,"probably",0,2,"orange","m"
21,11.0164333333333,"probably",60,"probably",0,0,"orange","m"
21,11.0164333333333,"probably",75,"probably",0,0,"orange","m"
21,11.0164333333333,"probably",90,"probably",0,0,"orange","m"
21,11.0164333333333,"probably",100,"probably",0,0,"orange","m"
21,11.0164333333333,"might",0,"probably",0,0,"blue","m"
21,11.0164333333333,"might",10,"probably",0,0,"blue","m"
21,11.0164333333333,"might",25,"probably",0,0,"blue","m"
21,11.0164333333333,"might",40,"probably",0,2,"blue","m"
21,11.0164333333333,"might",50,"probably",0,6,"blue","m"
21,11.0164333333333,"might",60,"probably",0,2,"blue","m"
21,11.0164333333333,"might",75,"probably",0,0,"blue","m"
21,11.0164333333333,"might",90,"probably",0,0,"blue","m"
21,11.0164333333333,"might",100,"probably",0,0,"blue","m"
21,11.0164333333333,"probably",0,"probably",0,0,"blue","m"
21,11.0164333333333,"probably",10,"probably",0,0,"blue","m"
21,11.0164333333333,"probably",25,"probably",0,0,"blue","m"
21,11.0164333333333,"probably",40,"probably",0,0,"blue","m"
21,11.0164333333333,"probably",50,"probably",0,0,"blue","m"
21,11.0164333333333,"probably",60,"probably",0,4,"blue","m"
21,11.0164333333333,"probably",75,"probably",0,4,"blue","m"
21,11.0164333333333,"probably",90,"probably",0,2,"blue","m"
21,11.0164333333333,"probably",100,"probably",0,0,"blue","m"
21,11.0164333333333,"bare",0,"probably",0,0,"blue","m"
21,11.0164333333333,"bare",10,"probably",0,0,"blue","m"
21,11.0164333333333,"bare",25,"probably",0,0,"blue","m"
21,11.0164333333333,"bare",40,"probably",0,0,"blue","m"
21,11.0164333333333,"bare",50,"probably",0,0,"blue","m"
21,11.0164333333333,"bare",60,"probably",0,0,"blue","m"
21,11.0164333333333,"bare",75,"probably",0,0,"blue","m"
21,11.0164333333333,"bare",90,"probably",0,3,"blue","m"
21,11.0164333333333,"bare",100,"probably",0,7,"blue","m"
21,11.0164333333333,"bare",0,"probably",0,10,"orange","m"
21,11.0164333333333,"bare",10,"probably",0,0,"orange","m"
21,11.0164333333333,"bare",25,"probably",0,0,"orange","m"
21,11.0164333333333,"bare",40,"probably",0,0,"orange","m"
21,11.0164333333333,"bare",50,"probably",0,0,"orange","m"
21,11.0164333333333,"bare",60,"probably",0,0,"orange","m"
21,11.0164333333333,"bare",75,"probably",0,0,"orange","m"
21,11.0164333333333,"bare",90,"probably",0,0,"orange","m"
21,11.0164333333333,"bare",100,"probably",0,0,"orange","m"
21,11.0164333333333,"might",0,"probably",0,0,"orange","m"
21,11.0164333333333,"might",10,"probably",0,0,"orange","m"
21,11.0164333333333,"might",25,"probably",0,6,"orange","m"
21,11.0164333333333,"might",40,"probably",0,3,"orange","m"
21,11.0164333333333,"might",50,"probably",0,1,"orange","m"
21,11.0164333333333,"might",60,"probably",0,0,"orange","m"
21,11.0164333333333,"might",75,"probably",0,0,"orange","m"
21,11.0164333333333,"might",90,"probably",0,0,"orange","m"
21,11.0164333333333,"might",100,"probably",0,0,"orange","m"
22,4.80593333333333,"might",0,"probably",0,0,"blue","m"
22,4.80593333333333,"might",10,"probably",0,0,"blue","m"
22,4.80593333333333,"might",25,"probably",0,1,"blue","m"
22,4.80593333333333,"might",40,"probably",0,2,"blue","m"
22,4.80593333333333,"might",50,"probably",0,3,"blue","m"
22,4.80593333333333,"might",60,"probably",0,4,"blue","m"
22,4.80593333333333,"might",75,"probably",0,0,"blue","m"
22,4.80593333333333,"might",90,"probably",0,0,"blue","m"
22,4.80593333333333,"might",100,"probably",0,0,"blue","m"
22,4.80593333333333,"probably",0,"probably",0,3,"orange","m"
22,4.80593333333333,"probably",10,"probably",0,2,"orange","m"
22,4.80593333333333,"probably",25,"probably",0,2,"orange","m"
22,4.80593333333333,"probably",40,"probably",0,3,"orange","m"
22,4.80593333333333,"probably",50,"probably",0,0,"orange","m"
22,4.80593333333333,"probably",60,"probably",0,0,"orange","m"
22,4.80593333333333,"probably",75,"probably",0,0,"orange","m"
22,4.80593333333333,"probably",90,"probably",0,0,"orange","m"
22,4.80593333333333,"probably",100,"probably",0,0,"orange","m"
22,4.80593333333333,"bare",0,"probably",0,0,"blue","m"
22,4.80593333333333,"bare",10,"probably",0,0,"blue","m"
22,4.80593333333333,"bare",25,"probably",0,0,"blue","m"
22,4.80593333333333,"bare",40,"probably",0,0,"blue","m"
22,4.80593333333333,"bare",50,"probably",0,0,"blue","m"
22,4.80593333333333,"bare",60,"probably",0,0,"blue","m"
22,4.80593333333333,"bare",75,"probably",0,0,"blue","m"
22,4.80593333333333,"bare",90,"probably",0,0,"blue","m"
22,4.80593333333333,"bare",100,"probably",0,10,"blue","m"
22,4.80593333333333,"bare",0,"probably",0,10,"orange","m"
22,4.80593333333333,"bare",10,"probably",0,0,"orange","m"
22,4.80593333333333,"bare",25,"probably",0,0,"orange","m"
22,4.80593333333333,"bare",40,"probably",0,0,"orange","m"
22,4.80593333333333,"bare",50,"probably",0,0,"orange","m"
22,4.80593333333333,"bare",60,"probably",0,0,"orange","m"
22,4.80593333333333,"bare",75,"probably",0,0,"orange","m"
22,4.80593333333333,"bare",90,"probably",0,0,"orange","m"
22,4.80593333333333,"bare",100,"probably",0,0,"orange","m"
22,4.80593333333333,"probably",0,"probably",0,0,"blue","m"
22,4.80593333333333,"probably",10,"probably",0,0,"blue","m"
22,4.80593333333333,"probably",25,"probably",0,0,"blue","m"
22,4.80593333333333,"probably",40,"probably",0,0,"blue","m"
22,4.80593333333333,"probably",50,"probably",0,0,"blue","m"
22,4.80593333333333,"probably",60,"probably",0,2,"blue","m"
22,4.80593333333333,"probably",75,"probably",0,5,"blue","m"
22,4.80593333333333,"probably",90,"probably",0,3,"blue","m"
22,4.80593333333333,"probably",100,"probably",0,0,"blue","m"
22,4.80593333333333,"might",0,"probably",0,0,"orange","m"
22,4.80593333333333,"might",10,"probably",0,0,"orange","m"
22,4.80593333333333,"might",25,"probably",0,0,"orange","m"
22,4.80593333333333,"might",40,"probably",0,0,"orange","m"
22,4.80593333333333,"might",50,"probably",0,2,"orange","m"
22,4.80593333333333,"might",60,"probably",0,3,"orange","m"
22,4.80593333333333,"might",75,"probably",0,2,"orange","m"
22,4.80593333333333,"might",90,"probably",0,3,"orange","m"
22,4.80593333333333,"might",100,"probably",0,0,"orange","m"
23,17.9874166666667,"might",0,"probably",0,0,"orange","m"
23,17.9874166666667,"might",10,"probably",0,0,"orange","m"
23,17.9874166666667,"might",25,"probably",0,0,"orange","m"
23,17.9874166666667,"might",40,"probably",0,0,"orange","m"
23,17.9874166666667,"might",50,"probably",0,5,"orange","m"
23,17.9874166666667,"might",60,"probably",0,5,"orange","m"
23,17.9874166666667,"might",75,"probably",0,0,"orange","m"
23,17.9874166666667,"might",90,"probably",0,0,"orange","m"
23,17.9874166666667,"might",100,"probably",0,0,"orange","m"
23,17.9874166666667,"probably",0,"probably",0,0,"orange","m"
23,17.9874166666667,"probably",10,"probably",0,4,"orange","m"
23,17.9874166666667,"probably",25,"probably",0,6,"orange","m"
23,17.9874166666667,"probably",40,"probably",0,0,"orange","m"
23,17.9874166666667,"probably",50,"probably",0,0,"orange","m"
23,17.9874166666667,"probably",60,"probably",0,0,"orange","m"
23,17.9874166666667,"probably",75,"probably",0,0,"orange","m"
23,17.9874166666667,"probably",90,"probably",0,0,"orange","m"
23,17.9874166666667,"probably",100,"probably",0,0,"orange","m"
23,17.9874166666667,"bare",0,"probably",0,0,"blue","m"
23,17.9874166666667,"bare",10,"probably",0,0,"blue","m"
23,17.9874166666667,"bare",25,"probably",0,0,"blue","m"
23,17.9874166666667,"bare",40,"probably",0,0,"blue","m"
23,17.9874166666667,"bare",50,"probably",0,0,"blue","m"
23,17.9874166666667,"bare",60,"probably",0,0,"blue","m"
23,17.9874166666667,"bare",75,"probably",0,0,"blue","m"
23,17.9874166666667,"bare",90,"probably",0,0,"blue","m"
23,17.9874166666667,"bare",100,"probably",0,10,"blue","m"
23,17.9874166666667,"might",0,"probably",0,0,"blue","m"
23,17.9874166666667,"might",10,"probably",0,4,"blue","m"
23,17.9874166666667,"might",25,"probably",0,4,"blue","m"
23,17.9874166666667,"might",40,"probably",0,2,"blue","m"
23,17.9874166666667,"might",50,"probably",0,0,"blue","m"
23,17.9874166666667,"might",60,"probably",0,0,"blue","m"
23,17.9874166666667,"might",75,"probably",0,0,"blue","m"
23,17.9874166666667,"might",90,"probably",0,0,"blue","m"
23,17.9874166666667,"might",100,"probably",0,0,"blue","m"
23,17.9874166666667,"bare",0,"probably",0,10,"orange","m"
23,17.9874166666667,"bare",10,"probably",0,0,"orange","m"
23,17.9874166666667,"bare",25,"probably",0,0,"orange","m"
23,17.9874166666667,"bare",40,"probably",0,0,"orange","m"
23,17.9874166666667,"bare",50,"probably",0,0,"orange","m"
23,17.9874166666667,"bare",60,"probably",0,0,"orange","m"
23,17.9874166666667,"bare",75,"probably",0,0,"orange","m"
23,17.9874166666667,"bare",90,"probably",0,0,"orange","m"
23,17.9874166666667,"bare",100,"probably",0,0,"orange","m"
23,17.9874166666667,"probably",0,"probably",0,0,"blue","m"
23,17.9874166666667,"probably",10,"probably",0,0,"blue","m"
23,17.9874166666667,"probably",25,"probably",0,0,"blue","m"
23,17.9874166666667,"probably",40,"probably",0,0,"blue","m"
23,17.9874166666667,"probably",50,"probably",0,0,"blue","m"
23,17.9874166666667,"probably",60,"probably",0,2,"blue","m"
23,17.9874166666667,"probably",75,"probably",0,5,"blue","m"
23,17.9874166666667,"probably",90,"probably",0,3,"blue","m"
23,17.9874166666667,"probably",100,"probably",0,0,"blue","m"
24,8.2352,"bare",0,"probably",0,0,"blue","m"
24,8.2352,"bare",10,"probably",0,0,"blue","m"
24,8.2352,"bare",25,"probably",0,0,"blue","m"
24,8.2352,"bare",40,"probably",0,0,"blue","m"
24,8.2352,"bare",50,"probably",0,0,"blue","m"
24,8.2352,"bare",60,"probably",0,0,"blue","m"
24,8.2352,"bare",75,"probably",0,0,"blue","m"
24,8.2352,"bare",90,"probably",0,1,"blue","m"
24,8.2352,"bare",100,"probably",0,9,"blue","m"
24,8.2352,"might",0,"probably",0,0,"orange","m"
24,8.2352,"might",10,"probably",0,0,"orange","m"
24,8.2352,"might",25,"probably",0,0,"orange","m"
24,8.2352,"might",40,"probably",0,0,"orange","m"
24,8.2352,"might",50,"probably",0,3,"orange","m"
24,8.2352,"might",60,"probably",0,3,"orange","m"
24,8.2352,"might",75,"probably",0,4,"orange","m"
24,8.2352,"might",90,"probably",0,0,"orange","m"
24,8.2352,"might",100,"probably",0,0,"orange","m"
24,8.2352,"might",0,"probably",0,0,"blue","m"
24,8.2352,"might",10,"probably",0,1,"blue","m"
24,8.2352,"might",25,"probably",0,2,"blue","m"
24,8.2352,"might",40,"probably",0,3,"blue","m"
24,8.2352,"might",50,"probably",0,2,"blue","m"
24,8.2352,"might",60,"probably",0,2,"blue","m"
24,8.2352,"might",75,"probably",0,0,"blue","m"
24,8.2352,"might",90,"probably",0,0,"blue","m"
24,8.2352,"might",100,"probably",0,0,"blue","m"
24,8.2352,"probably",0,"probably",0,0,"orange","m"
24,8.2352,"probably",10,"probably",0,3,"orange","m"
24,8.2352,"probably",25,"probably",0,4,"orange","m"
24,8.2352,"probably",40,"probably",0,3,"orange","m"
24,8.2352,"probably",50,"probably",0,0,"orange","m"
24,8.2352,"probably",60,"probably",0,0,"orange","m"
24,8.2352,"probably",75,"probably",0,0,"orange","m"
24,8.2352,"probably",90,"probably",0,0,"orange","m"
24,8.2352,"probably",100,"probably",0,0,"orange","m"
24,8.2352,"probably",0,"probably",0,0,"blue","m"
24,8.2352,"probably",10,"probably",0,0,"blue","m"
24,8.2352,"probably",25,"probably",0,0,"blue","m"
24,8.2352,"probably",40,"probably",0,0,"blue","m"
24,8.2352,"probably",50,"probably",0,0,"blue","m"
24,8.2352,"probably",60,"probably",0,2,"blue","m"
24,8.2352,"probably",75,"probably",0,3,"blue","m"
24,8.2352,"probably",90,"probably",0,5,"blue","m"
24,8.2352,"probably",100,"probably",0,0,"blue","m"
24,8.2352,"bare",0,"probably",0,10,"orange","m"
24,8.2352,"bare",10,"probably",0,0,"orange","m"
24,8.2352,"bare",25,"probably",0,0,"orange","m"
24,8.2352,"bare",40,"probably",0,0,"orange","m"
24,8.2352,"bare",50,"probably",0,0,"orange","m"
24,8.2352,"bare",60,"probably",0,0,"orange","m"
24,8.2352,"bare",75,"probably",0,0,"orange","m"
24,8.2352,"bare",90,"probably",0,0,"orange","m"
24,8.2352,"bare",100,"probably",0,0,"orange","m"
25,4.69398333333333,"bare",0,"probably",0,0,"blue","m"
25,4.69398333333333,"bare",10,"probably",0,0,"blue","m"
25,4.69398333333333,"bare",25,"probably",0,0,"blue","m"
25,4.69398333333333,"bare",40,"probably",0,0,"blue","m"
25,4.69398333333333,"bare",50,"probably",0,0,"blue","m"
25,4.69398333333333,"bare",60,"probably",0,0,"blue","m"
25,4.69398333333333,"bare",75,"probably",0,0,"blue","m"
25,4.69398333333333,"bare",90,"probably",0,0,"blue","m"
25,4.69398333333333,"bare",100,"probably",0,10,"blue","m"
25,4.69398333333333,"might",0,"probably",0,0,"blue","m"
25,4.69398333333333,"might",10,"probably",0,2,"blue","m"
25,4.69398333333333,"might",25,"probably",0,6,"blue","m"
25,4.69398333333333,"might",40,"probably",0,2,"blue","m"
25,4.69398333333333,"might",50,"probably",0,0,"blue","m"
25,4.69398333333333,"might",60,"probably",0,0,"blue","m"
25,4.69398333333333,"might",75,"probably",0,0,"blue","m"
25,4.69398333333333,"might",90,"probably",0,0,"blue","m"
25,4.69398333333333,"might",100,"probably",0,0,"blue","m"
25,4.69398333333333,"bare",0,"probably",0,10,"orange","m"
25,4.69398333333333,"bare",10,"probably",0,0,"orange","m"
25,4.69398333333333,"bare",25,"probably",0,0,"orange","m"
25,4.69398333333333,"bare",40,"probably",0,0,"orange","m"
25,4.69398333333333,"bare",50,"probably",0,0,"orange","m"
25,4.69398333333333,"bare",60,"probably",0,0,"orange","m"
25,4.69398333333333,"bare",75,"probably",0,0,"orange","m"
25,4.69398333333333,"bare",90,"probably",0,0,"orange","m"
25,4.69398333333333,"bare",100,"probably",0,0,"orange","m"
25,4.69398333333333,"might",0,"probably",0,0,"orange","m"
25,4.69398333333333,"might",10,"probably",0,0,"orange","m"
25,4.69398333333333,"might",25,"probably",0,0,"orange","m"
25,4.69398333333333,"might",40,"probably",0,0,"orange","m"
25,4.69398333333333,"might",50,"probably",0,0,"orange","m"
25,4.69398333333333,"might",60,"probably",0,2,"orange","m"
25,4.69398333333333,"might",75,"probably",0,5,"orange","m"
25,4.69398333333333,"might",90,"probably",0,3,"orange","m"
25,4.69398333333333,"might",100,"probably",0,0,"orange","m"
25,4.69398333333333,"probably",0,"probably",0,0,"blue","m"
25,4.69398333333333,"probably",10,"probably",0,0,"blue","m"
25,4.69398333333333,"probably",25,"probably",0,0,"blue","m"
25,4.69398333333333,"probably",40,"probably",0,0,"blue","m"
25,4.69398333333333,"probably",50,"probably",0,0,"blue","m"
25,4.69398333333333,"probably",60,"probably",0,3,"blue","m"
25,4.69398333333333,"probably",75,"probably",0,4,"blue","m"
25,4.69398333333333,"probably",90,"probably",0,3,"blue","m"
25,4.69398333333333,"probably",100,"probably",0,0,"blue","m"
25,4.69398333333333,"probably",0,"probably",0,0,"orange","m"
25,4.69398333333333,"probably",10,"probably",0,3,"orange","m"
25,4.69398333333333,"probably",25,"probably",0,4,"orange","m"
25,4.69398333333333,"probably",40,"probably",0,3,"orange","m"
25,4.69398333333333,"probably",50,"probably",0,0,"orange","m"
25,4.69398333333333,"probably",60,"probably",0,0,"orange","m"
25,4.69398333333333,"probably",75,"probably",0,0,"orange","m"
25,4.69398333333333,"probably",90,"probably",0,0,"orange","m"
25,4.69398333333333,"probably",100,"probably",0,0,"orange","m"
26,9.38073333333333,"bare",0,"probably",0,2,"orange","m"
26,9.38073333333333,"bare",10,"probably",0,1,"orange","m"
26,9.38073333333333,"bare",25,"probably",0,1,"orange","m"
26,9.38073333333333,"bare",40,"probably",0,1,"orange","m"
