Item_ID	Sentence	Expression
97324:10	so you might have a real problem with that.	might
97360:85	it would, if they were where i could not get my hands on them *t*-1, i am afraid 0 i would probably go crazy.	probably
97376:28	well, if i work part time that might be doable.	might
97407:22	and, you know, * maybe do some free lance type work at home.	maybe
97426:20	and so, uh, she might be able *-1 to do it a couple of hours a day	might
97427:22	and we cou-, might even be able *-1 to do it on a trade off basis. that i watch, their baby when they want *-2 to go out to dinner or to movies or whatever *t*-4, or if she wants an afternoon off. even if she wants an afternoon 0 * just to work. uh, and not be bothered *t*-5,	might
97441:8	we might be able *-1 to exchange that way.	might
97473:13	and it's probably my fault, because i do not have a real schedule now.	probably
97743:16	i think 0 probably is as enlightened as anyone can be *?* at this particular stage in their life time.	probably
97881:29	i, i'm guessing probably an hour and forty-five minutes, maybe.	probably
97881:47	i, i'm guessing probably an hour and forty-five minutes, maybe.	maybe
98150:16	well, i've certainly enjoyed *-1 talking with you.	certainly
98178:11	there are certainly parts of town 0 i would not want *-1 to live in *t*-2.	certainly
98236:42	uh, well, if we have one murder a year that's probably as many,	probably
98256:18	i think 0 they definitely have more problems that, uh, in, in the area.	definitely
98303:37	i think 0 they, the drug culture definitely has, uh, is one of the main problems.	definitely
98326:11	it would certainly be an interesting test	certainly
98345:16	i mean they probably became weakened physically *ich*-1 and other things to the point that their life expectancy was real short *t*-2,	probably
98361:31	i, uh, i would certainly like *-1 to see a real test of, of * making drugs real cheap * to see if when you make them available *t*-2 people then don't use them.	certainly
98518:47	uh, but then when you quantify things *t*-3 and that might also hold criminal trials for how many years *t*-1 is appropriate, uh, that they might leave it to somebody else who, uh, *t*-2 has expertise in that.	might
98518:97	uh, but then when you quantify things *t*-3 and that might also hold criminal trials for how many years *t*-1 is appropriate, uh, that they might leave it to somebody else who, uh, *t*-2 has expertise in that.	might
98540:37	and most juries over a period of five or ten years you might sit on three.	might
98559:22	i mean, it *exp*-4 might be more important for them * to put a sen-, sen-, sentencing *ich*-5 *ich*-2 down that *t*-1 was, uh, longer, you know, that didn't fit, the punishment didn't fit the crime *t*-3.	might
98568:147	the only thing 0 i worry about *t*-1 sometimes is if, if you get somebody *ich*-5 *ich*-6 in there that, that *t*-2 has a name, that *t*-3 is the defendant and, you know, sometimes, might have more pull, which *t*-4 that does happen.	might
98633:17	uh, such like, maybe in murder they get *-1 to choose whether it's, uh, premeditated or one or two of the lesser degrees.	maybe
98710:32	so i'll be, i'll probably be wearing slacks as often as i do because i'm, i'm, if i'm going *-1 to be down on the floor *-2 messing with them, i'm not going *-3 to wear nylons and, you know nice nylons and dresses.	probably
98712:71	well, what i wear *t*-1 sometimes depends on, on how cold i think 0 the school might be *t*-2 or what room i might be in *t*-3 since i'm a sub, and have different rooms 0 * to go to *t*-4. and always carry a sweater.	might
98712:92	well, what i wear *t*-1 sometimes depends on, on how cold i think 0 the school might be *t*-2 or what room i might be in *t*-3 since i'm a sub, and have different rooms 0 * to go to *t*-4. and always carry a sweater.	might
98745:65	and, and in the winter, you know, i just add a, maybe wear longer sleeve shirts than i do in the summer. and add a heavier jacket or, you know, wear jackets more *ich*-1 in the winter than i do in the summer.	maybe
98762:10	and one might be a hat day where you have *-1 to come up with some sort of hat *t*-2.	might
98769:57	but because i sort of stick to several schools, uh, i'm usually aware that there might be a spirit week going on and, and might, might remember *-1 to do it.	might
98769:94	but because i sort of stick to several schools, uh, i'm usually aware that there might be a spirit week going on and, and might, might remember *-1 to do it.	might
98769:99	but because i sort of stick to several schools, uh, i'm usually aware that there might be a spirit week going on and, and might, might remember *-1 to do it.	might
98774:53	and then many schools on a particular day during, uh, i guess football season, maybe all year long, they wear the school colors for, uh, game day which,	maybe
98783:8	it might be thursday for the high schools	might
98813:29	i think 0 the elementary school teachers, or maybe even the middle school teachers dress a little fancier than, than some of the high school teachers, i think.	maybe
98832:52	and they'll just wear your common, ordinary, you know, whatever you might might say *t*-2,	might
98832:58	and they'll just wear your common, ordinary, you know, whatever you might might say *t*-2,	might
98843:23	and so you try *-1 to maybe follow those if you know 0 you're going there,	maybe
98860:24	some of those male coaches, that might really,	might
98908:20	i think, 0 really probably, they could, they could, uh, really,	probably
98927:8	it certainly makes it *exp*-1 easier * to dress.	certainly
98934:20	well, it *exp*-2's certainly cheaper and easier in the long run, i think, that you don't have *-1 to be concerned about your wardrobe.	certainly
99066:59	and, uh, one thing that i did *t*-1 this summer, which i thought 0 *t*-2 might benefit both my daughters is, 0 my youngest daughter got involved *-3 in band,	might
99087:22	uh, my parents, uh, certainly didn't push but wanted me to look in the south	certainly
99088:52	and because i had been in a small school, they suggested that i probably, i,	probably
99093:23	and so they suggested that i might want a smaller school because i was used to a lot of one-on-one uh, or small group situations.	might
99095:10	oh, definitely.	definitely
99132:40	uh, and really his, his graduating class will probably be in the neighborhood of eight hundred and fifty to a thousand.	probably
99147:10	and i definitely felt like i was a number.	definitely
99161:31	well, th-, that's certainly,	certainly
99226:30	well, the weather has been, certainly has been hot	certainly
99245:10	but it certainly, uh,	certainly
99301:8	it might rain on your little parade.	might
99325:8	you probably know where that is *t*-1 because i know where pontiac is *t*-2,	probably
99392:20	you know, like maybe a mile, two long.	maybe
99408:13	so it's probably out in that direction,	probably
99409:29	but that's the only one 0 i probably could name *t*-1 after all these years	probably
99427:27	i was way out to the west maybe four or five miles from, from the city limits	maybe
99480:39	so but, uh, you know, we probably did some ice skating on it,	probably
99681:30	and i was thinking, you know 0 maybe i'd help *-1 supplement it, you know when they turned them in *t*-2	maybe
99770:20	proba-, we probably will *?*.	probably
99798:48	and, uh, when you read that *t*-1 you think, well gee, maybe it is a big deal, you know.	maybe
99955:9	and, probably the first question would be whether you've ever had *-1 to go through that process.	probably
100061:7	or probably in college station there wasn't a whole lot of choice.	probably
100166:19	in fact, that's probably what *t*-1's going *-2 to happen with my husband's mother.	probably
100167:43	she's going *-1 to endanger herself before she'll willingly and probably will never willingly make the decision.	probably
100271:17	so we thought 0 maybe we could get them to move a little closer here.	maybe
100319:25	and and it would certainly help the country, too, uh.	certainly
100326:21	i think 0 that's probably like, uh, quite a few things that, that the kids, uh, maybe not so much nowadays but used *-1 to go through *t*-2, you know,	probably
100326:77	i think 0 that's probably like, uh, quite a few things that, that the kids, uh, maybe not so much nowadays but used *-1 to go through *t*-2, you know,	maybe
100348:11	that's probably true. you know	probably
100352:63	but even, even through those groups, do you think that they participate as much as maybe they used *-1 to *?*?	maybe
100363:21	i think 0 that's probably true.	probably
100367:21	i think 0 it's probably more true *ich*-1 *ich*-2, still in the, in the smaller communities then in the larger cities.	probably
100411:11	and maybe, uh, maybe this would be a way 0 * to get that feeling back *t*-1. um, if we've lost some of that	maybe
100411:24	and maybe, uh, maybe this would be a way 0 * to get that feeling back *t*-1. um, if we've lost some of that	maybe
100413:5	maybe that's a way,	maybe
100414:50	if, if young people had *-1 to do it um, maybe that would start the trend back because that's one of the things 0 i always thought 0 *t*-2 was a wonderful part of our country. um, is * helping others.	maybe
100446:31	you know, i think 0 this is certainly a possible way, um, 0 * to handle it *t*-1	certainly
100466:11	that's probably true.	probably
100467:11	that's probably true.	probably
100710:8	it certainly is *?*.	certainly
101608:39	and, and, you know, basically it certainly a l-, low calorie, you know, good thing except then you put your mayonnaise in there and spoil the whole thing.	certainly
101715:26	well, i think 0 we've probably talked long enough	probably
101764:8	i definitely,	definitely
101858:121	and, i, i think that if they didn't *?* that, and it became more of the standard * not to *?* that, uh, i don't know maybe companies would start *-1 paying men more so that their wives could stay home. you know? and have a more solid, uh, foundation for the kids.	maybe
101868:46	like you said, i mean, there's, they might be saving money,	might
101898:9	or, maybe there's a small need for money	maybe
101963:7	and maybe part of that is * educating parents better.	maybe
102041:17	and, uh, we probably go out one to two times a week.	probably
102153:17	but we've found probably half of our sort of regular restaurants through coupons, and the other half through the, through the newspaper reviews.	probably
102260:11	i would probably like that.	probably
102354:13	but i go maybe once every couple of months.	maybe
102616:27	my parents took me when i was probably somewhere between ashley and jamie's age *t*-1.	probably
103056:74	i think, uh, 0 air isn't as bad *ich*-1 0 it once was *?*, from the cars, because we certainly have plenty of cars in our area.	certainly
103172:63	it's just, you know, a possible solution in the future, i think 0 *t*-1, * maybe to help in some ways.	maybe
103192:80	i, i think, 0 with * solving some of the energy, future energy problems, we'll probably solve some of the pollution problems as well.	probably
103284:15	you know, maybe there is *?*,	maybe
103466:7	and maybe that's why, one of the reasons why crime has gone up *t*-1, because it's not so scary anymore.	maybe
103511:115	but i, i really think that in, in terms of like this, i'd, i think that it, it might not be such a bad thing. because, i don't know that anybody, w-, in-, i don't know that anybody would feel good, you know, like if you let someone like that loose in your community.	might
103515:10	well, maybe if they could, uh, if they had more money or more, more resources 0 * to work more on rehabilitation *t*-1,	maybe
103525:10	uh, probably the favorite instrument would be, uh, the violin.	probably
103535:171	i guess 0 i enjoy, i enjoy jazz, * listening to jazz sometime although i don't feel like i have a good, g-, good understanding of it, or a good, a good feel for maybe what *t*-1's good jazz and what *t*-2's not,	maybe
103884:10	well, maybe they don't.	maybe
104004:31	they'd be, i don't know, maybe ten ounce or six ounce or ten ounce. sort of a small size, sort of a small size	maybe
104030:7	but certainly we were doing things the way 0 we think 0 we should do them now *t*-1.	certainly
104073:13	but it's certainly usable material.	certainly
104093:52	but, uh, you know, the last movies that i've seen *t*-1 were probably on video.	probably
104208:15	i guess 0 maybe it would have been better if we'd have been at the theater as opposed to, uh, * just at the house watching it with, with no one else around.	maybe
104295:18	i thought 0 that might be kind of fun 0 * to do *t*-1.	might
104364:64	--ing seems *-1 to be a, a topic that *t*-2's going *-3 to probably take about a generation *ich*-5 *-4 to, uh, catch on, it seems 0 *t*-6, or maybe a generation to two.	probably
104364:123	--ing seems *-1 to be a, a topic that *t*-2's going *-3 to probably take about a generation *ich*-5 *-4 to, uh, catch on, it seems 0 *t*-6, or maybe a generation to two.	maybe
104402:29	i read in the paper this week where maybe,	maybe
104404:15	i guess 0 maybe this week someone may start *-1 getting them if the truck that *t*-2 picks them up is outfitted *-3 in time.	maybe
104408:51	but, it, it should be starting, i would stay probably in the next month if, if everything goes that,	probably
104480:44	i, i think 0 kids don't appreciate, maybe the value of money, that it's so little that they don't care,	maybe
104489:41	the nickels, the dimes or what, i suppose 0 it might be quarters, fifty cent pieces in these days, that they would get *t*-1, they, the kids just don't seem *-2 to, to care that, that much about a small amount of money.	might
104497:40	so i would say 0 in the last three years, we've probably used a lot more cans than ever before.	probably
104511:63	since we've had the crusher all summer, we, i guess 0 we just now maybe have a bag full that we haven't ta-,	maybe
104512:102	oh, i think 0 the kids, when we were on vacation *t*-1, they said 0 they did take them to a, a recycling place, probably at one of the li-,	probably
104550:33	i find that, uh, about two years is probably my max on * subscribing to one in particular	probably
104581:30	and if something caught my eye, then i might read something,	might
104624:38	i can see that it will be a very long time, probably, before i subscribe to any magazines at home.	probably
104687:25	all right, i guess 0 we might as well end our conversation at this point.	might
104738:78	well, i, i kind of, i thought, well, that, that might be possible since there are a lot of men in control of that kind of thing.	might
104794:109	but, we have such an affluent a-, society, society that i wonder if, if we took a little from here and there and the other if we might wind up with a, a cure for just about everything.	might
104814:8	they certainly do well for those who *t*-1 go to the symphony orchestra and all that,	certainly
104848:5	probably just for our own safety when we're traveling and things *t*-2 that would be something 0 i'd like *-1 to know that *t*-3's going on.	probably
104953:45	because a lot of people, * seems like *t*-2, would probably obviously are trying *-1 to hide that uh, from their employer and friends and family and things	probably
105045:13	and it was maybe fifteen, twenty acres	maybe
105078:33	i'd kind of like, someday, *-1 to maybe end up on a pair of skis that, that *t*-2 doesn't have a, uh, well, what they call *t*-3 trick skis.	maybe
105096:5	maybe someday i'll, i'll get back to that as, after the kids are up and grown and the monies *ich*-2 are there 0 * to get away for times on end, weekend or something *t*-1.	maybe
105184:33	it, well, and that's probably,	probably
105207:44	uh, so, well, if you're working, then you're probably on a limited amount of time per year that you can go *t*-1.	probably
105261:63	i would have *-1 to say 0 we both end up *-2 going to las vegas, uh, probably once every maybe year and a half.	probably
105261:73	i would have *-1 to say 0 we both end up *-2 going to las vegas, uh, probably once every maybe year and a half.	maybe
105287:23	so we are thinking that we might go to las vegas during the winter this year sometime for just kind of a quick trip.	might
105288:111	uh, when we normally go that way *t*-1, we like *-2 to go to california at the same time, because we really don't get out there as often as you could *?* probably from texas.	probably
105332:31	i would, i think probably not a, a brand new car,	probably
105333:7	but maybe something like a nissan sentra. or something like that, uh,	maybe
105365:34	i think 0 that's something 0 we might want *t*-1, too, is some kind of standard transmission *ich*-2 at least rather than automatic.	might
105370:11	we'll probably have *-1 to look for another second car sometime	probably
105372:22	s-, but probably real cheap, too.	probably
105382:25	prob-, well probably, probably that would be a good idea,	probably
105382:36	prob-, well probably, probably that would be a good idea,	probably
105418:35	but, uh, i feel that it's probably pre-, it's pretty good if, if they feel like there is a vast majority of the people at the company doing drugs.	probably
105444:64	and i think 0 just the idea that you know that you may be tested *-1 might keep you off of them or get you off of them because you're,	might
105454:35	is that how they do it at t i *t*-1 maybe.	maybe
105478:100	and it, it *exp*-1 is possible that, you know, that they can't do as good a job, uh, as they might do.	might
105602:65	i just, i didn't think 0 it was that expensive because my son was in probably a week and a half period	probably
105626:8	theirs might not run a thousand dollars.	might
105630:10	well, maybe they run,	maybe
105634:7	or maybe it's under a health type program that *t*-1 it it, it would catch a lot of things.	maybe
105755:32	and i'm about, uh, fifteen miles, probably, from downtown cleveland, something like that.	probably
105809:13	and you'll probably really, uh, re-, regain your enthusiasm for it once you get into a, a class again.	probably
106414:33	and, and then i'd have probably rolled it on.	probably
106422:24	well, the first time it'd probably would have taken me forever,	probably
106455:46	so now i feel like if i ever buy a house, i can probably paint, if nothing else.	probably
106457:21	i think 0 i could probably do it uh,	probably
106617:70	and we intend *-1 to replace our other one with a much newer car in the next couple of years, or next year probably.	probably
106697:28	i, i couldn't probably be bothered *-1 *-1 doing that every month,	probably
106749:91	and we're going *-1 to go ahead and try *-4 to just live on what we earn *t*-2 instead of *-5 guessing ahead of what we probably will have *t*-3 next month.	probably
106761:27	uh, there was a time when maybe we didn't take all of them off *t*-1,	maybe
106788:34	but i can't see that it would work for probably the majority of people.	probably
106792:36	you ma-, you probably have a little extra than you have *-1 to have *?*, *-2 to,	probably
106857:19	and you enjoyed it better probably.	probably
106877:21	i think 0 you're probably much ahead of me there	probably
106993:82	and, uh, they're, they're actually going *-1 to extend it, i think, one of these days maybe to apartment complexes	maybe
107084:13	and sometimes you might have two or three.	might
107264:10	well, maybe they didn't mention it because it's just kind of a fact of life around here.	maybe
107268:8	they probably just take it for granted then.	probably
107341:23	and i think 0 we'll probably experience some of your weather although i think 0 they have more humidity.	probably
107368:42	but, uh, and with children, um, you probably don't have time *ich*-2 anyhow 0 * to, to get into it *t*-1.	probably
107439:38	and i have often wondered if, if maybe that would help the situation.	maybe
107444:36	well, can you come up with anything else that maybe we could do *t*-1 to these people?	maybe
107454:54	um, one thing that i-, that i think probably one of the reasons that people don't vote more *t*-1 is because they don't know the candidates.	probably
107521:133	and sometimes it *exp*-1's nice * to be able * to go ahead of time and vote because, you know, if you're going *-2 to be tied up that day, uh, * campaigning or whatever it might be. um, 0 that kind of, just kind of takes that load off, you know,	might
107669:7	and maybe when the other brothers and sisters retire or whatever *t*-1, i don't know what they're going *-2 to do *t*-3.	maybe
107678:45	so if my parents do need *-1 to live with someone, it will probably be with me because all my brothers and sisters will be having teenagers *ich*-3 around and everything 0 * to care for *t*-2. you know,	probably
107733:7	and maybe they should *?*, you know because we're all going *-1 to get old someday.	maybe
107909:11	so you probably have a job 0 you need *-1 to get to *t*-2 pretty soon.	probably
107943:51	so, i'm going *-1 to be dressing just in casual slacks and t-shirts, probably not blue jeans, but little bit short of that, just, just tennis shoes and play clothes.	probably
107945:22	well, around there you can probably wear, uh, t-shirts and other things,	probably
108040:21	and she would not have even probably owned a pair of tennis shoes after she got out of high school,	probably
108163:47	i mean, if you want *-1 to go all time favorite show, probably one of them was little house on the prairie	probably
108228:10	uh, probably the pirates,	probably
108276:5	maybe they'll make it,	maybe
108313:71	like the wonder years, i, i mean, it's kind of risque stuff for, maybe for teenagers,	maybe
108484:57	you can't understand what they're saying *t*-1 on some of those songs which *t*-2 probably is just as well on some of them, too.	probably
108493:27	but i, i definitely, i really enjoy the fifties *rnr*-2, the sixties *rnr*-2 and a lot, some of the seventies *rnr*-2 rock and roll	definitely
108505:32	you know if it's informal i'd probably choose something, i mean, just like hamburgers or steaks out on the grill because that's a lot of fun, especially this time of year where it's so nice out *t*-1.	probably
108515:29	um, if it was formal i'd probably go with something like a chicken breast or lasagna or something.	probably
108517:13	but i'd probably go with lasagna, a green salad, and garlic bread.	probably
108600:7	and probably some yogurt was in there.	probably
108688:10	well, maybe a little more leisure time 0 * to do it *t*-1.	maybe
108694:16	that's probably, that's true,	probably
108731:16	talk to you later maybe.	maybe
108829:43	so i think 0 that would be one thing 0 i would definitely consider *t*-1 * try *-6 to find a school within the state that, um, i liked *t*-3 well enough *-2 to attend.	definitely
108843:42	so depending on what your major is *t*-1, or medical, you might want *-2 to atteck-, some, um, attend somewhere like tech	might
108932:26	and, uh, something that *t*-1 might play a part is the size of the college.	might
108974:37	but i guess 0 some of the other smaller colleges might, might be a lot different.	might
108974:45	but i guess 0 some of the other smaller colleges might, might be a lot different.	might
108985:13	and i would definitely get my money's worth,	definitely
109234:18	we've been here probably two and a half years,	probably
109343:66	oh, when we first were, were here *t*-1, it was like we'd take maybe a, oh, a grocery sack full or maybe two grocery sacks full,	maybe
109343:103	oh, when we first were, were here *t*-1, it was like we'd take maybe a, oh, a grocery sack full or maybe two grocery sacks full,	maybe
109397:21	but, may, maybe they'll beat me and, and do the city wide first.	maybe
109435:7	and maybe we'll get on line again.	maybe
109717:27	it was redone *-1 at the time probably when earth tones were in *t*-2	probably
109797:26	but it does sound like it's definitely growing.	definitely
109825:41	we, at the time we thought 0 we might buy a mobile home,	might
109882:37	but i guess 0 more than anything i think 0 maybe people were just kind of wanting *-1 to have the choice of what they could do *t*-2, you know	maybe
109985:25	i can see where that would definitely hinder the problem *t*-1,	definitely
109986:4	definitely.	definitely
110042:17	and they range from probably ten to sixteen pounds	probably
110080:35	we've, uh, we thought probably 0 our neighborhood in houston had more of this breed than any other place just because of, um, the family that *t*-1 had them and, and bred them.	probably
110208:15	um, but she might have some contacts here,	might
110258:111	but *-1 not being a teacher, as you are *?*, you know, i, i was not quite as sympathetic as, you know, as i probably would have been *?* if, if kay were a teacher or something.	probably
110289:51	you know, in those areas i really, you know, do believe that maybe we should clean up our, you know house.	maybe
110316:11	i'd probably feel the same way if i had *-2 to do that.	probably
110422:87	then, i think, you know, 0 if if it came, push came to shove, i'd probably be drug tested *-1 you know,	probably
110447:93	if it, if it's if it was true there, i'm sure it's true with just about probably to some degree every school 0 there is *t*-1	probably
110458:4	certainly not,	certainly
110459:4	certainly not,	certainly
110716:22	and i thought, that's probably a good idea because you really	probably
110763:15	i think 0 maybe we've given our teachers a almost impossible job.	maybe
111390:25	so there, there might be,	might
111477:10	so that might be why i look for inexpensive places *t*-1 just because we're eating out probably five nights a week maybe.	might
111477:58	so that might be why i look for inexpensive places *t*-1 just because we're eating out probably five nights a week maybe.	probably
111477:70	so that might be why i look for inexpensive places *t*-1 just because we're eating out probably five nights a week maybe.	maybe
111520:5	maybe we avoided wendy's the last few years because our daughter worked there	maybe
111584:11	he'd probably just like *-1 to stay home.	probably
111772:7	and possibly not, well,	possibly
111773:15	i guess kidnapping maybe if the person gets very badly hurt *-1, you know,	maybe
111774:31	if they release them two hours later, he probably doesn't deserve the death penalty,	probably
111923:22	but that's probably, i mean that's a good, that's a good sign.	probably
112039:21	you know, it would probably take my whole paycheck * just to go in and have one meal up there	probably
112320:32	and it's, it's certainly not at all common,	certainly
112472:59	but i was thinking, oh, my gosh, if they had very many babies, they couldn't possibly get them all out.	possibly
112487:11	that's certainly something 0 we hope 0 *t*-1 never happens.	certainly
112527:17	those are the, probably the bestes-, the best group 0 * to have *t*-1.	probably
112628:23	um, i need *-1 to definitely take a vacation where all, all 0 i do *t*-2 is * rest *t*-3.	definitely
112629:36	and i guess 0 *-2 to do that i'd probably have *-1 to take it at home.	probably
112674:8	you might be like i am *?*.	might
112806:79	and, uh, you know, i think 0 if i had, if i had the money, i would probably go to europe every year.	probably
112903:10	or i probably wouldn't have been there.	probably
112933:35	and if you want *-1 to see them, you might just as well enjoy football.	might
112970:13	but you'll probably always have a soft spot in your heart *ich*-1 though for for denver.	probably
113073:4	definitely.	definitely
113220:189	i think 0 if card cards were as, as stringent as say a, a home mortgage loan or something like that where you have *-1 to, you know, be able *-2 to prove that you can afford this and the rest of your bills *t*-4, we probably wouldn't have the problems 0 we have *t*-3.	probably
113327:21	i think 0 that would probably, uh, be very possible,	probably
113339:74	and in light of these, uh, hearings 0 we've all been sitting through *t*-1 the last two weeks, we have very definitely decided that every department there is just overstaffed.	definitely
113347:67	and the other thing is, uh, besides that 0 i think, uh, 0 two things that * very definitely need * looking at *t*-1, one is foreign aid.	definitely
113427:5	maybe if they ever get to the point	maybe
113433:122	if they were *-1 to take half of what they spend *t*-3 on that and put it on some economic, you know, inter-, intergovernmental or inter united states like programs that one really might *?*.	might
113477:11	we've probably been on long enough.	probably
113482:23	but i think 0 that will probably do it	probably
113572:5	maybe it should be, uh, well, it should be given *-1, you know, i, i won't say *rnr*-2 sparingly,	maybe
113619:67	and at that point you know i, i really think 0 there needs *-1 to be maybe a shorter appeal process.	maybe
113667:23	i think 0 the facts would probably back it up	probably
113696:11	or maybe, maybe theirs is, in fact, one year of military service for everyone.	maybe
113696:19	or maybe, maybe theirs is, in fact, one year of military service for everyone.	maybe
113762:10	maybe the, maybe it cou-, uh,	maybe
113762:21	maybe the, maybe it cou-, uh,	maybe
113809:21	and, and maybe that's why we have so many people in society who *t*-1 are not, uh, not really happy *t*-2, you know.	maybe
113823:40	but i-, it, it certainly seems to me that, that, uh, uh, things in, in the last twenty-three years, uh, things hav-, have definitely gone towards, uh, very much the concentration on self and, and loss of, loss of perspective in terms,	certainly
113823:151	but i-, it, it certainly seems to me that, that, uh, uh, things in, in the last twenty-three years, uh, things hav-, have definitely gone towards, uh, very much the concentration on self and, and loss of, loss of perspective in terms,	definitely
113968:106	that's, and i think 0 that's pretty crazy, because i mean those students who *t*-1 were in america when that was happening *t*-2 are almost certainly going *-3 to be in trouble if they go back,	certainly
113973:17	so it *exp*-1's certainly in our best selfish interest * to keep them here if we can *?*.	certainly
114175:8	* might as well buy me a new car for that.	might
114342:25	and i think that, that is probably the most aggravating.	probably
114396:33	well, that, yeah, that might,	might
114462:95	so i, i find myself being a l-, a bit abrupt and a little bit ruder than than i might normally be *?*	might
114553:53	and, you know, this isn't, you know, prob-, most likely not to, going * to be used *-1 against you,	likely
114626:7	but probably if i didn't have access to one all the time at work, i'd want one at home.	probably
114830:47	but they, uh, try *-1 to get as many people as they possibly can *?* to contribute to this	possibly
114842:13	well, i probably do because i've,	probably
114852:10	so i probably do.	probably
114869:8	i probably went through richardson, then.	probably
114871:8	you probably did.	probably
114980:35	i, i read one, like maybe once a year.	maybe
115105:4	definitely.	definitely
115161:16	and see that's probably all, all 0 i saw *t*-1.	probably
115181:9	and, maybe now that that's over they'll, they'll come out of it	maybe
115205:25	but, i think 0 chicago will probably with the n b a again.	probably
115213:11	they'll probably be pretty good.	probably
115225:11	it will certainly be different.	certainly
115268:8	we definitely will *?*.	definitely
115458:7	but maybe next year.	maybe
115490:21	sometimes i think 0 that might not be a bad idea.	might
115511:4	probably,	probably
115512:4	probably.	probably
115679:72	and, i'd say, well, i'm going *-1 to leave the boat out, because, uh, we'll probably do this again tomorrow.	probably
115702:11	it's probably the prettiest lake in the state of texas.	probably
115944:141	i think 0 *-1 living in richardson, we're kind of spoiled because i think 0 we get, we come closer to *-2 getting our money's worth as far as the city is concerned, i think than probably any, any city in the country.	probably
116140:10	but you definitely need *-1 to go to hawaii.	definitely
116141:6	very definitely.	definitely
116211:9	probably, maybe the rejuvenating cream is the only other thing 0 i would use *t*-1.	probably
116211:17	probably, maybe the rejuvenating cream is the only other thing 0 i would use *t*-1.	maybe
116281:8	you probably ski very well in utah.	probably
116436:15	i mean, certainly, you know, you can't just turn them loose in the middle of dallas,	certainly
116463:10	well, maybe that's the answer to crime is * getting more prosecution.	maybe
116491:79	well, i can see, you know, especially if you heard screams from a house or something, * not going over there maybe, because, you know, it could be dangerous,	maybe
116492:7	but certainly i can't understand * not calling the police.	certainly
116500:7	and probably one of the best things 0 we could do *t*-1 for crime is *-2 to participate ourselves in its prevention.	probably
116525:10	well, maybe this thing with, with the child at school, maybe that will make people think a bit more and, you know, take some steps *-1 to, to correct it.	maybe
116525:51	well, maybe this thing with, with the child at school, maybe that will make people think a bit more and, you know, take some steps *-1 to, to correct it.	maybe
116784:21	and we thought, well, maybe they work from, for dallas,	maybe
116956:38	at times i keep *-1 thinking, though, 0 that might be kind of nice.	might
117143:22	but since that happened, i certainly have *?*.	certainly
117210:28	and i think 0 they're probably, i think 0 it probably does these things or sur-, supposedly pretty good.	probably
117210:49	and i think 0 they're probably, i think 0 it probably does these things or sur-, supposedly pretty good.	probably
117235:15	i would gather probably from drugs.	probably
117487:20	and i think 0 we probably will *?* soon as the boys get a little bit older.	probably
117980:9	it probably slipped *-1 loose, didn't it?	probably
118200:29	but it's been that way for the last probably ten years.	probably
118317:66	and, um, i think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems.	maybe
118384:13	so this is probably a real hard subject for you.	probably
118542:39	i think i think 0 years past maybe our criminals had a little more morals, you know wouldn't kill somebody in cold blood.	maybe
118580:30	but now, you know, you wouldn't probably read about it here in texas	probably
118703:29	that, and, you know, maybe it's, maybe it *exp*-1's tough for a big powerful nation * to deal with, with, uh, countries like that that *t*-2 depend on us so much without *, you know, just telling them, running their country for them	maybe
118703:43	that, and, you know, maybe it's, maybe it *exp*-1's tough for a big powerful nation * to deal with, with, uh, countries like that that *t*-2 depend on us so much without *, you know, just telling them, running their country for them	maybe
118736:9	maybe i, maybe it's, you know, 0 i'm reflecting how i feel *t*-1 about it,	maybe
118736:20	maybe i, maybe it's, you know, 0 i'm reflecting how i feel *t*-1 about it,	maybe
118882:11	i'll probably always have a place here in richardson or dallas.	probably
118960:7	but maybe some day they can get closer,	maybe
119139:5	maybe i can learn something.	maybe
119195:27	uh, there's a lake like maybe two or three miles from here,	maybe
119218:23	i think 0 the lakes are probably different *ich*-1 in michigan than they are in texas.	probably
119273:16	they are *?*, definitely	definitely
119284:49	they can, they're, they're certainly ugly.	certainly
119288:11	it was probably four inches in diameter or something like that you know.	probably
119297:29	and it was so big, that it might not would have hurt us, but we sure felt like it was hurting us, *-1 just being there, you know.	might
119306:22	i think that, uh, probably around here people fish for bass and crappie and catfish more than anything else.	probably
119344:10	oh, definitely.	definitely
119372:83	i mean, i, i have a friend who, if she likes something, isn't sure what size somebody might need *t*-1, *t*-2 will buy it in every color and size and, you know, take everything back again.	might
119528:20	and i think 0 that certainly makes a difference from, back from the time when somebody handcrafted something *t*-1 and, you know, had some pride in it *t*-1.	certainly
119617:21	i think 0 it's definitely time for a change,	definitely
119640:75	and if they would vote with their conscience and with what their constituents feel *t*-1, i think, uh, 0 *t*-2 we might have a, a lot better, a lot more efficient running government and a lot better laws passed *-3.	might
119676:28	but, uh, unfortunately for him, but maybe fortunately for us, his health is not great,	maybe
119687:36	not as well as i would like *-1 to *?* probably	probably
119843:150	but, uh, it's, one of the reasons 0 the u s wasn't so, you know, didn't do more than they did *?* at the time *t*-1 because they weren't all that excited about him, although he's probably better than a lot of them,	probably
119873:60	but then again, so many people you got *-1 to understand only catch it once a day, maybe	maybe
119885:38	well, you know, i think 0 it probably could be, it always could be better,	probably
