Item_ID	Sentence	Expression	Context
169125:47	and it was, uh, you know, it was definitely a projection of u s power on the other side of the globe,	definitely	###and the whole point of the military is * to kill people *ich*-1 essentially. as, as an instrument of u s policy.###speakera38.###oh, no,###no,###no.###it's * to defend the nation against external evils.###speakerb39.###well, that's one view.### and, and, you know, and that, that's another debate.###but, uh, it's, uh,###speakera40.###well, it depends on whether you, whether we figure that we have that we have a defense oriented military or an aggressive, aggression oriented military.###speakerb41.###uh-huh.###speakera42.###speakerb43.###right,###right###and, well, it's, it, it seems pretty aggre-, aggressive oriented,###i mean, you, you look at the last mis-, military action which *t*-1 was in the persian gulf and wasn't anywhere near the united states
169459:74	if you were deeply involved in it, then you immediately realize that what they print *t*-1 is stuff that you probably knew *t*-5 already and the stuff that you want *t*-2 they're not printing *t*-4 because the average person doesn't need or want *-3 to know that much.	probably	###and, uh, i guess 0 you could explain it two ways.### and, and the cynical view is, well these things aren't doing a very good job at all.###and the view that i would rather take *t*-1 is that there's a different amount of information 0 you need *t*-2 when you're particularly interested in a topic or, uh, particularly interested in *-7 buying something as a, you know as a hobbyist *t*-5 versus when you want *-3 to go out and buy a blender because you need *-4 to mix things *t*-6.###speakera23.###uh-huh.###speakerb24.###speakera25.###right.###speakerb26.###speakera27.###yeah.###speakerb28.###and i think 0 the same thing is true with news.###if you want *-1 to just have an idea as to what *t*-2's going on, most papers, a-, and especially the better papers, the, the times, the wall street journal, the washington post give you a reasonable idea.###speakera29.###uh-huh.###speakerb30.###speakera31.###yeah.###speakerb32.
169548:5	probably the best things 0 * to do *t*-1 is, is * tie them with a rope and throw them in the water	probably	###speakerb58.###i decided 0 i didn't want *-1 to waste the time###i had, i guess, five years ago now, wasted that kind of time with oliver north hearings. and afterwards, decided that what i had gotten *t*-1 out of it just wasn't worth the time 0 i put *t*-2 in. and that these things are just very slow in * seeing information come out.###speakera59.###right,###right.###yeah.###speakerb60.###speakera61.###uh-huh.###speakerb62.###speakera63.###yeah.###speakerb64.###speakera65.###do you ever read,###speakera1.###okay.###speakerb2.###i say 0 they, uh,
169578:38	and i, i think 0 that's probably all right in that they, you know, maybe know what the, the norm *ich*-2 is *t*-1 for a particular thing.	probably	### th-, that's, of course, * being facetious###but.###speakera7.###uh-huh.###you'd have *-1 to say that.###speakerb8.###speakera9.###uh, i don't know.### the, the things 0 they asked *-3 to talk about *t*-1 were whether the, uh, whether the judge should be the one that *t*-2 does the, uh, sentencing.###speakerb10.###uh-huh.###speakera11.###and * seems to me that that's, i think 0 that's the way 0 it's done *-1 now *t*-2.###uh, at least, my understanding of the law which *t*-1 isn't very good.###speakerb12.###speakera13.###speakerb14.###uh-huh.###speakera15.###uh, it seems to me that the judge does it
169578:67	and i, i think 0 that's probably all right in that they, you know, maybe know what the, the norm *ich*-2 is *t*-1 for a particular thing.	maybe	### th-, that's, of course, * being facetious###but.###speakera7.###uh-huh.###you'd have *-1 to say that.###speakerb8.###speakera9.###uh, i don't know.### the, the things 0 they asked *-3 to talk about *t*-1 were whether the, uh, whether the judge should be the one that *t*-2 does the, uh, sentencing.###speakerb10.###uh-huh.###speakera11.###and * seems to me that that's, i think 0 that's the way 0 it's done *-1 now *t*-2.###uh, at least, my understanding of the law which *t*-1 isn't very good.###speakerb12.###speakera13.###speakerb14.###uh-huh.###speakera15.###uh, it seems to me that the judge does it
169588:30	possibly though on, uh, capital cases like maybe the death penalty	maybe	###uh-huh.###speakera11.###and * seems to me that that's, i think 0 that's the way 0 it's done *-1 now *t*-2.###uh, at least, my understanding of the law which *t*-1 isn't very good.###speakerb12.###speakera13.###speakerb14.###uh-huh.###speakera15.###uh, it seems to me that the judge does it###and i, i think 0 that's probably all right in that they, you know, maybe know what the, the norm *ich*-2 is *t*-1 for a particular thing.###speakerb16.###uh-huh.###speakera17.###speakerb18.###and, i guess, also what the system will absorb *t*-1.###speakera19.###right.###speakerb20.###probably more tuned in to that.
169598:7	but maybe, uh,	maybe	###and i, i think 0 that's probably all right in that they, you know, maybe know what the, the norm *ich*-2 is *t*-1 for a particular thing.###speakerb16.###uh-huh.###speakera17.###speakerb18.###and, i guess, also what the system will absorb *t*-1.###speakera19.###right.###speakerb20.###probably more tuned in to that.###possibly though on, uh, capital cases like maybe the death penalty###speakera21.###uh-huh.###speakerb22.###uh, i'm kind of undecided on that whether the judge should have the sole,###i mean he could have like a personal prejudice.###you know, judges are people like everybody else even though they're, they're supposed *-1 to be impartial###speakera23.###that's right.###speakerb24.
169681:8	well maybe not.	maybe	###yeah.###i think 0 this particular case has been like ten or fifteen years.###speakerb50.###uh-huh.###yeah,###that,###speakera51.###but i guess 0 there have been several cases where people have been executed *-1 by mistake *t*-2###and you'd hate *-1 to be one of those.###speakerb52.###yeah.###oh, i'm sure.###speakera53.###speakerb54.###yeah.###speakera55.###the other thing 0 they asked about *t*-1 was whether uh, uh, the verdict should be required *-2 to be unanimous. which, again, i think 0 *t*-3 is the way 0 it is *t*-5 now. that all the, all verdicts,###speakerb56.###uh-huh.###speakera57.
169716:26	that, that's probably an expensive trial.	probably	###yeah.###the paper here tonight had a thing about the noriega trial. and that there's one juror that *t*-1 is, is, uh, different than the other eleven.###speakerb64.###uh-huh.###speakera65.###speakerb66.###yeah.###speakera67.###and, uh, they've only deliberated four hours or, something###speakerb68.###speakera69.###and they say 0 they're hopelessly deadlocked.###speakerb70.###oh, no.###speakera71.###and the judge told them, 0 they weren't hopelessly deadlocked yet.###speakerb72.###speakera73.###speakerb74.###i'm telling you, * go one way or the other.
169730:11	it's probably like thirty, forty thousand dollars a day you know, worth of all the free for all.	probably	###speakera71.###and the judge told them, 0 they weren't hopelessly deadlocked yet.###speakerb72.###speakera73.###speakerb74.###i'm telling you, * go one way or the other.### that, that's probably an expensive trial.###uh,###speakera75.###yeah.###six months so far they said *t*-1.###speakerb76.###yeah.###probably.###speakera77.###so.###speakerb78.###yeah.###probably.###you know, i'm not sure 0 there's a number.
169898:50	you know, so as a patient, i feel 0 well, yeah, we probably should be protected *-1.	probably	###speakerb30.###i mean, ye-,###speakera31.###the only way 0 i can see it *t*-1 is that if they really suspect a person of *-2 using it, then they have the right *-3 to go ahead and prove it###because they say 0 they can spot check.###speakerb32.###if you're using it while *-1 at a job, i can see a problem.###speakera33.###yeah.###speakerb34.###but the occasional person, then it's almost like, it's almost an infringement of your privacy.###speakera35.###well, it sort of is *?*.###and this is it,###this,###i'm not real sure how i feel *t*-1 about it because i can see it from two ways.###you know, as a health professional, i wouldn't want somebody *ich*-1 to take care of me that *t*-2 was using drugs.###speakerb36.###yeah.###speakera37.
169922:7	but maybe you shouldn't be held *-1 responsible for something 0 you did *t*-2 several years ago.	maybe	###yeah.###speakera39.###you can't go around *-1 testing everybody for everything.###speakerb40.###yeah.###speakera41.###so, i don't know.###and i, i think 0 it could be used *-1 *-2 to hassle somebody.###if someone was out *-1 to get you, i think that a company or a boss could use this.###you know, they could keep on *-1 doing this to you or something, i guess 0 *t*-2.###i can see where it could become a problem *t*-1.###speakerb42.###and it, it's like, it seems like now they have tests###i guess 0 they can test your hair###and they can find out if you use drugs up to several years ago.###speakera43.###really.###speakerb44.###speakera45.###oh, wow!
169945:10	so that probably wouldn't be too good either.	probably	###speakera47.###speakerb48.###i know.###speakera49.###that's the other thing.###i mean a lot of, a lot of people as kids or, you know, young people get into some things that they get out of *t*-1 later on###and i don't think 0 they should really have *-1 to pay for that forever.###speakerb50.###yeah.###there's a lot of things 0 you do *t*-1 as a kid that you wouldn't do *t*-2 as an adult###speakera51.###yeah.###speakerb52.###but you can't say 0 it was wrong at the time.###speakera53.###i think 0 that's true.###speakerb54.###speakera55.###yeah,###yeah.
169955:171	but if you had, if you had, uh, parents say or, or, or th-, grandparents, whatever it is *t*-1, uh, who *t*-2 were ready, who, who you thought 0 *t*-3 might benefit from a nursing home, what do you think 0 you would look for *t*-4?	might	###speakera51.###yeah.###speakerb52.###but you can't say 0 it was wrong at the time.###speakera53.###i think 0 that's true.###speakerb54.###speakera55.###yeah,###yeah.###so that probably wouldn't be too good either.###speakerb1.###bye.###so we're, uh, our discussion's about, uh, the care of the elderly?###speakera2.###that's right,###that's right.###you know, what, what, uh, what do you think 0 *t*-1 is important?###if you were,###uh, i don't know how, how old you are *t*-1,
170007:181	but again, um, it must be depressing for the people who, who *t*-1 are, who *t*-2 are just e-, e-, essentially not able *-3 to take care of themselves in their own house but, but, certainly, uh, certainly have ar-, ar-, are, have retained all of their, uh, mental skills and so on.	certainly	###uh-huh.###speakera18.###and it seems, uh,###i mean the, the environment there, i don't know too much about it###but it, it seems nice enough.###uh, it, it's hard,###at least half of the residents i would say 0 *t*-1 are not, not mentally sound.###so it *exp*-2's hard * to tell how much of that *t*-3 rubs off on those who *t*-1 are struggling *-4 to r-, to retain, uh, clarity, say, uh, you know.###speakerb19.###from the lack of stimulation, you mean *t*-1.###speakera20.###yeah.###well i, i don-, i don't know.### we, we *ich*-3 also, my wife and i, uh, uh, volunteer *-1 to go to a, uh, nursing home that *t*-2's just a mile from our house.### we, uh, she goes more often than i.###we used *-1 to go once a month, once every two months *-2 to visit some of the patients there.###and we'd take, we have a two year old son###and so we, sometimes we'd take him with us.###and, uh, there i would say 0 it's the same thing.### it's, it's a nice, uh, relatively nice environment
170007:194	but again, um, it must be depressing for the people who, who *t*-1 are, who *t*-2 are just e-, e-, essentially not able *-3 to take care of themselves in their own house but, but, certainly, uh, certainly have ar-, ar-, are, have retained all of their, uh, mental skills and so on.	certainly	###uh-huh.###speakera18.###and it seems, uh,###i mean the, the environment there, i don't know too much about it###but it, it seems nice enough.###uh, it, it's hard,###at least half of the residents i would say 0 *t*-1 are not, not mentally sound.###so it *exp*-2's hard * to tell how much of that *t*-3 rubs off on those who *t*-1 are struggling *-4 to r-, to retain, uh, clarity, say, uh, you know.###speakerb19.###from the lack of stimulation, you mean *t*-1.###speakera20.###yeah.###well i, i don-, i don't know.### we, we *ich*-3 also, my wife and i, uh, uh, volunteer *-1 to go to a, uh, nursing home that *t*-2's just a mile from our house.### we, uh, she goes more often than i.###we used *-1 to go once a month, once every two months *-2 to visit some of the patients there.###and we'd take, we have a two year old son###and so we, sometimes we'd take him with us.###and, uh, there i would say 0 it's the same thing.### it's, it's a nice, uh, relatively nice environment
170023:26	and so it looks to me like maybe their not catering to this person's needs is really because this person is just, you know, is just in a state where they don't really need what they think 0 they need *t*-1 *t*-2, you know.	maybe	###and we'd take, we have a two year old son###and so we, sometimes we'd take him with us.###and, uh, there i would say 0 it's the same thing.### it's, it's a nice, uh, relatively nice environment###but again, um, it must be depressing for the people who, who *t*-1 are, who *t*-2 are just e-, e-, essentially not able *-3 to take care of themselves in their own house but, but, certainly, uh, certainly have ar-, ar-, are, have retained all of their, uh, mental skills and so on.###it *ich*-2's, must be depressing * to, to walk, walk the halls and see, an-, and see all these other people who *t*-3 really don't know where they are *t*-1.###speakerb21.###do you think that in the case of the one that you've actually had some experience with *t*-1, that the people who *t*-2 operate it seem *-3 to have, what you'd perceive of *t*-4 as genuine concern?###speakera22.###i think, yeah,###i think 0 they're relatively re-, respectful. yeah and, and concerned that, in as much as they can be *?*.### i, i think sometimes, you know, i've noticed, uh, people asking for, uh, some of the patients asking for things *ich*-1, uh, just repetitively and, but things that *t*-2 are not reasonable,###speakerb23.###uh-huh.###speakera24.###and so at some level the, the, the, uh,###speakerb25.###yeah.###speakera26.###i'm sure that the, that the, uh, the staff l-, learn what *t*-1's normal for this person
170052:17	there's nothing, maybe a picture or two that *t*-1 belongs to that person	maybe	###yeah.###i'll tell you one thing *ich*-3 *ich*-2 though that *t*-5'll, that, that i, i saw *t*-4 that *t*-1 was really nice.###we saw a husband and wife,###we used *-1 to see a husband and wife in there, uh, together###and they were in the same room which not all husband and wives were *t*-1###but these two were *?*.###speakerb31.###uh-huh.###speakera32.###and when you walked into their room *t*-1, they had brought all their furniture from their house###speakerb33.###uh-huh.###so it gives them a sense of identity.###speakera34.###and so,###speakerb35.###speakera36.###yeah,###you walked in there###and it didn't look like, uh, you know, how, yo-, you, you walk into some rooms *t*-1 and there's, it's completely generic.
170114:12	uh, so maybe we should start with you.	maybe	###yes.###yeah.###well i-, i, i, i feel like, uh, i am from mars.###i mean i'm fifty years old###and, uh, i've been divorced for, um, eighteen years.###but i've two kids and all.###but i, uh, i, i've never had a budget###and i don't, uh, do any planning###and i don't know,###speakerb4.###speakera5.###mumblex i don't, uh, uh, i don't have a long-term financial plan.###i don't try *-1 to control my expenses.###speakerb6.###speakera7.###but i'm, i'm glad 0 you're a stranger.###speakerb8.###that sounds kind of like me.###speakera9.###but, really, i'm, i happy, i, i, well i'm curious how other people live *t*-1.
170186:8	i certainly haven't done that in sixteen years or whatever.	certainly	### i, well i didn't keep a balance.###it's one of the problems.###speakerb28.###speakera29.###i never had *-1 to *?* in the past.###speakerb30.###speakera31.###i always kept plenty of money in my checking account,###but when you're only earning half the salary *t*-1. even though i wasn't spending much money, i sometimes i sometimes would just,###things would get to tight.###uh, and sometimes what i would do *t*-1 is * keep a piece of paper in my wallet###and every time 0 i, uh, i spent money, i mean cash mostly *t*-1, i would, uh, write it down so i could see at the end of a month how much i spent *t*-2 on food so i could do better planning.###speakerb32.###uh-huh.###speakera33.###speakerb34.###uh-huh.###speakera35.###but i would forget *-1 to write the things down###and it, that i, i don't know if i ever went as far as three months *ich*-1 or not i-, i-, in *-2 keeping that kind of data.
170214:39	someday, if i were *-1 to get remarried *-2 i might want *-3 to buy a house which *t*-4 requires lots of money which i don't have *t*-5	might	###uh-huh.###speakerb40.###and, uh,###speakera41.###yeah.###speakerb42.###so i, i, i leave a little bit of a slush fund in my checking account###and i figure that, so the balance showing in the checking account is always somewhat different that what *t*-1's really there.###speakera43.###uh-huh.###speakerb44.###and i figure 0 that gives me room for the mistakes 0 i make *t*-1.###speakera45.###uh-huh.###the, uh,### i, i-, i have *-1 to say that,###* let's see,###at this point on, i don't run out of money.###uh, and it, uh,### a-, and i don't, i mean
170242:65	but for me, i only do that every week or, without even, i mean, maybe once a month.	maybe	###yeah.###speakera47.### pe-, people were embarrassed for me.###i mean it was, it was a good car###and,###speakerb48.###but it was still running.###speakera49.###oh, it was great.### my, my mechanics loved it because it was an old, it was a sixty-five buick###and it just wouldn't stop.###uh, and it,### i, i just didn't feel the need for a new car.###it isn't like i couldn't afford one.###speakerb50.###uh-huh.###speakera51.###uh, and now, i mean i, i don't, uh,###i tend *-1 to eat expensive food.###i mean i don't mind *-1 buying a good steak
170280:55	the area 0 i work in *t*-1, it, it primarily have maybe a hundred people or so.	maybe	### so, so that's, i think 0 *t*-4, one of the reasons 0 i don't need *-1 to budget *t*-2 is that i don't have, i don't, i don't have *-3 to hold myself back from *-5 buying that expensive thing because i can't afford it, because i'm not interested in that expensive thing.###speakerb60.###a lot of,###speakera1.### wha-, what sort of company do you work for *t*-1?###do you work for a big *rnr*-1 or a little *rnr*-1 place?###speakerb2.###uh, i work for georgia tech.###yes sir.###i work for the research facility.###uh, and it's, it's kind of small in a sense###but it, it does have, about, uh, i guess, two thousand civil employees.###speakera3.###uh-huh.###speakerb4.###and, on a, a scale, i guess 0 it's still considered *-1 small.###it just have a lot of different laboratories.###speakera5.###uh-huh.###speakerb6.
170292:48	well, i, i work for, uh, *ich*-1 actually probably similar kind of place.	probably	###speakera3.###uh-huh.###speakerb4.###and, on a, a scale, i guess 0 it's still considered *-1 small.###it just have a lot of different laboratories.###speakera5.###uh-huh.###speakerb6.###the area 0 i work in *t*-1, it, it primarily have maybe a hundred people or so.###speakera7.###uh-huh.###speakerb8.###so that's make up most of the laboratory###so from, from that standpoint, it's pretty small it's pretty small.###speakera9.###uh-huh.###speakerb10.###what about yourself?###speakera11.###huh.
170312:257	uh, while i was sitting here *-1 waiting while they tried *-2 to find somebody 0 for me to talk to *t*-3, *-1 trying *-8 to think of what, uh, uh, what things *ich*-5 *t*-4 were important, uh, besides salary and a, and a job. i guess, uh, mumblex list 0 i had scribbled *t*-6 down was the people 0 you worked with *t*-7 and maybe the, uh, the challenge of the work and, uh the working conditions, things like that.	maybe	###well, i, i work for, uh, *ich*-1 actually probably similar kind of place.###i work for, uh, lincoln laboratory.###speakerb12.###oh, okay.###speakera13.###uh, yeah.###we actually do some work with some people down at georgia tech.###speakerb14.###oh, okay.###i see.###speakera15.###uh, and, uh,###so we're, we're part, we're actually part of m i t.###so it's very much the same kind of place and, uh the technical institution.###speakerb16.###oh, okay.###speakera17.###speakerb18.###right. uh,###speakera19.
170322:15	well those and probably the security aspect of it.	probably	###speakera15.###uh, and, uh,###so we're, we're part, we're actually part of m i t.###so it's very much the same kind of place and, uh the technical institution.###speakerb16.###oh, okay.###speakera17.###speakerb18.###right. uh,###speakera19.###uh, while i was sitting here *-1 waiting while they tried *-2 to find somebody 0 for me to talk to *t*-3, *-1 trying *-8 to think of what, uh, uh, what things *ich*-5 *t*-4 were important, uh, besides salary and a, and a job. i guess, uh, mumblex list 0 i had scribbled *t*-6 down was the people 0 you worked with *t*-7 and maybe the, uh, the challenge of the work and, uh the working conditions, things like that.###speakerb20.###uh-huh.###speakera21.###speakerb22.###right.###speakera23.###i don't know.### what are your, uh, what sorts of things would you consider *t*-1 important?###speakerb24.
170360:35	i don't see how one or two people, maybe more one or two, but, you know, a number of people can, can be the downfall of com-, a company situation *t*-1.	maybe	###speakera31.###uh-huh.###speakerb32.###that way that, you know, one person wouldn't get one big blunt blow at one time.###speakera33.###uh-huh.###speakerb34.###and, uh, you know, i think 0 if they had programs that *t*-1 set up *-2 to subsidize people that *t*-3 do get laid *-4 off a little bit better, you know, other than s-, you know, something like,###unemployment is good###but i mean the company as a whole###because you as an employee,###even the company is making money,###they paying you a salary###but you are responsible for that company growth.###you're responsible *ich*-1 also for *-3 helping that company get to the par-, point that it's at *t*-2 at *-4 making profits.###so there should be something *ich*-2 in there or some kind of clause that *t*-1 will subsidize people if they did lose their job other than, you know, uh, neglect or something like that.###speakera35.###uh-huh.###speakerb36.###you know. because it *exp*-1's not a person's fault that, you know, people not buying or businesses are, are not on the up and up all the time, you know.
170517:7	and maybe dancing school for a while or mainly school sports and things like that.	maybe	### we, we really did not.###my next oldest daughter that *t*-1's in college in california is a world twirling champion.###she twirls a baton###and we did a lot of things together.###speakerb31.###uh-huh.###speakera32.###she and i did a lot of things together and flew,###we have flown all over the world for her to compete and to perform.###speakerb33.###uh-huh.###speakera34.###and that was a lot of fun.###but that, that, i guess 0 you could consider that organized.###i mean, there is a competition all the time.###speakerb35.###yeah.###speakera36.###we were very heavy into that.###other than that, they were pretty much,
170519:31	you know, i think 0 that's probably true.	probably	###she twirls a baton###and we did a lot of things together.###speakerb31.###uh-huh.###speakera32.###she and i did a lot of things together and flew,###we have flown all over the world for her to compete and to perform.###speakerb33.###uh-huh.###speakera34.###and that was a lot of fun.###but that, that, i guess 0 you could consider that organized.###i mean, there is a competition all the time.###speakerb35.###yeah.###speakera36.###we were very heavy into that.###other than that, they were pretty much,###and maybe dancing school for a while or mainly school sports and things like that.###speakerb37.
170576:60	i think 0 a, a, more than one child, probably three children is probably the ideal to me	probably	###speakerb49.###uh-huh.###speakera50.###so the three of us just spent a lot of time *-1 traveling and, and competing###and, of course, the competing itself, really * *exp*-1 didn't matter what it was *t*-2,###it was * making the friends and going all the places###and it was a really neat experience,###but it took our total time.###i did not work, uh, when i did this *t*-1.###now i do work full-time.###speakerb51.###uh-huh.###speakera52.###and it's just, my thirteen year old and myself###speakerb53.###speakera54.###and so we really have *-1 to keep it together *-2 to get just her activities in and still have time 0 *-4 to spend *t*-3 with each other.###so,###speakerb55.###i don't think, although i-, i-,
170576:71	i think 0 a, a, more than one child, probably three children is probably the ideal to me	probably	###speakerb49.###uh-huh.###speakera50.###so the three of us just spent a lot of time *-1 traveling and, and competing###and, of course, the competing itself, really * *exp*-1 didn't matter what it was *t*-2,###it was * making the friends and going all the places###and it was a really neat experience,###but it took our total time.###i did not work, uh, when i did this *t*-1.###now i do work full-time.###speakerb51.###uh-huh.###speakera52.###and it's just, my thirteen year old and myself###speakerb53.###speakera54.###and so we really have *-1 to keep it together *-2 to get just her activities in and still have time 0 *-4 to spend *t*-3 with each other.###so,###speakerb55.###i don't think, although i-, i-,
170578:10	i most certainly couldn't educate three.	certainly	###speakera50.###so the three of us just spent a lot of time *-1 traveling and, and competing###and, of course, the competing itself, really * *exp*-1 didn't matter what it was *t*-2,###it was * making the friends and going all the places###and it was a really neat experience,###but it took our total time.###i did not work, uh, when i did this *t*-1.###now i do work full-time.###speakerb51.###uh-huh.###speakera52.###and it's just, my thirteen year old and myself###speakerb53.###speakera54.###and so we really have *-1 to keep it together *-2 to get just her activities in and still have time 0 *-4 to spend *t*-3 with each other.###so,###speakerb55.###i don't think, although i-, i-,###i think 0 a, a, more than one child, probably three children is probably the ideal to me###but i'm not sure 0 i could afford three.
170761:17	uh, more than likely.	likely	###but, uh, you know, i hate *-1 to go into a, a repair place because they'll tell me 0 something is wrong with it and it's not *?*, you know, and *-2 charge me twice as much.###the last time 0 i took it into a repair shop *t*-1, the man told me 0 i needed a master cylinder.###so i said okay.###and he charged me a hundred and thirty something dollars###and then, uh, about a month later, a man was looking at my car###and he asked me, you know,### not a man, not a repair man, but just a friend###and i was telling him that i just a new master cylinder put *-1 on###and he looked at###and he said that's not a new master cylinder###speakera35.###huh.###speakerb36.###and i didn't even know what one was *t*-1.###and, uh, he showed it to me###and it was old, rusty, just awful.###it was no more new than nothing.###speakera37.###so apparently it was the same one that *t*-1 was on there.###speakerb38.
170763:53	* apparently just, uh, re-, re-, uh, probably filled the, the brake fluid up	probably	###so i said okay.###and he charged me a hundred and thirty something dollars###and then, uh, about a month later, a man was looking at my car###and he asked me, you know,### not a man, not a repair man, but just a friend###and i was telling him that i just a new master cylinder put *-1 on###and he looked at###and he said that's not a new master cylinder###speakera35.###huh.###speakerb36.###and i didn't even know what one was *t*-1.###and, uh, he showed it to me###and it was old, rusty, just awful.###it was no more new than nothing.###speakera37.###so apparently it was the same one that *t*-1 was on there.###speakerb38.###uh, more than likely.###speakera39.
170766:16	that was it, probably.	probably	###and he asked me, you know,### not a man, not a repair man, but just a friend###and i was telling him that i just a new master cylinder put *-1 on###and he looked at###and he said that's not a new master cylinder###speakera35.###huh.###speakerb36.###and i didn't even know what one was *t*-1.###and, uh, he showed it to me###and it was old, rusty, just awful.###it was no more new than nothing.###speakera37.###so apparently it was the same one that *t*-1 was on there.###speakerb38.###uh, more than likely.###speakera39.###* apparently just, uh, re-, re-, uh, probably filled the, the brake fluid up###and that was it.###speakerb40.
170872:23	well a lot of it's probably *-1 to do with the fact that people go to it because they need help.	probably	###they wanted some place 0 they can go and have their meals *t*-1 and a nurse on staff just in case they needed her###but they wanted *-1 to be independent as well. have their own room.###speakera13.###right.###speakerb14.###speakera15.###my grandmother actually was in a, a nursing home that, uh,###there was a retirement hotel and then a, uh,###there was some sort of full-time care place that *t*-1 was also associated *-2 with it###so for, uh, the first few years she had her own apartment and, you know, made her own meals sometimes. but could, could also go and eat someplace else.###speakerb16.###uh-huh.###speakera17.###and then, uh, as she became less able *-1 to take care of herself, then she moved into this other part that *t*-2 was able *-3 to, uh, provide full-time care###and, uh, she didn't have *-1 to do anything anymore.###but my experience has been that most people that *t*-1 move into nursing homes die very quickly.###and that's som-,###i don't know whether that's because they, you know, sort of give up hope once they get in there or what the, the reason is *t*-1.###but i think 0 the average length of time that somebody lives in a nursing home *t*-1 is only like six months or something.###speakerb18.
170881:11	that's probably a large factor.	probably	###so for, uh, the first few years she had her own apartment and, you know, made her own meals sometimes. but could, could also go and eat someplace else.###speakerb16.###uh-huh.###speakera17.###and then, uh, as she became less able *-1 to take care of herself, then she moved into this other part that *t*-2 was able *-3 to, uh, provide full-time care###and, uh, she didn't have *-1 to do anything anymore.###but my experience has been that most people that *t*-1 move into nursing homes die very quickly.###and that's som-,###i don't know whether that's because they, you know, sort of give up hope once they get in there or what the, the reason is *t*-1.###but i think 0 the average length of time that somebody lives in a nursing home *t*-1 is only like six months or something.###speakerb18.###well a lot of it's probably *-1 to do with the fact that people go to it because they need help.###speakera19.###yeah.###speakerb20.###they need health care###so they're already ill before they go.###speakera21.###right.###speakerb22.
170938:15	and you probably, if it were you, you probably wouldn't want someone choosing a place 0 for you to live *t*-1 based on lowest price.	probably	###speakerb36.###yeah.###speakera37.###speakerb38.###and the money *ich*-3 is also another issue. how you're going *-1 to pay for it *t*-2.###speakera39.###right.###speakerb40.###at that stage of life you only have so much money left *###and i guess 0 it *exp*-1's not exactly fair for the younger family members to have *-3 to put it in their savings.###speakera41.###yeah.###speakerb42.###i mean it is kind of fair,###but it's also not fair because they have their own children 0 * to raise *t*-1.###speakera43.###sure.###speakerb44.###so it's another problem.###speakera45.
170938:41	and you probably, if it were you, you probably wouldn't want someone choosing a place 0 for you to live *t*-1 based on lowest price.	probably	###speakerb36.###yeah.###speakera37.###speakerb38.###and the money *ich*-3 is also another issue. how you're going *-1 to pay for it *t*-2.###speakera39.###right.###speakerb40.###at that stage of life you only have so much money left *###and i guess 0 it *exp*-1's not exactly fair for the younger family members to have *-3 to put it in their savings.###speakera41.###yeah.###speakerb42.###i mean it is kind of fair,###but it's also not fair because they have their own children 0 * to raise *t*-1.###speakera43.###sure.###speakerb44.###so it's another problem.###speakera45.
170948:8	well maybe that's the purpose of the nursing home is * to have them go someplace where they can see that it's not worth * continuing *t*-1.	maybe	###speakera41.###yeah.###speakerb42.###i mean it is kind of fair,###but it's also not fair because they have their own children 0 * to raise *t*-1.###speakera43.###sure.###speakerb44.###so it's another problem.###speakera45.###and you probably, if it were you, you probably wouldn't want someone choosing a place 0 for you to live *t*-1 based on lowest price.###speakerb46.###right,###right.###so, it, it's just so complicated anymore, i think 0 *t*-2.###people outlive their savings.###and, with medicine being the way 0 it is *t*-1, you're extending life where sometimes the quality of living has gone down *t*-2###and they're not necessarily enjoying life anymore.###speakera47.###yeah.
171007:85	i suppose, uh, 0 if you're, if there is a psychology department or an education department around, you might find you might find that they're pushing one form of education or another,	might	###speakerb8.###uh-huh.###speakera9.###but, uh, when i was when my kids were young *t*-1, i was teaching at a university###and, uh, the child care center associated * with our university was quite good###so i felt confident that they'd do right.###speakerb10.###uh-huh.###speakera11.###speakerb12.###of,### aren't don't they kind of use them for, everybody kind of use them for guinea pigs? for their per-, for their pet theories or some such thing?###speakera13.###oh, you mean, uh, learning type,###uh, yeah?###i mean actual experiments they would have *-1 to get your permission.###speakerb14.###yes.###speakera15.###but, yeah,
171007:97	i suppose, uh, 0 if you're, if there is a psychology department or an education department around, you might find you might find that they're pushing one form of education or another,	might	###speakerb8.###uh-huh.###speakera9.###but, uh, when i was when my kids were young *t*-1, i was teaching at a university###and, uh, the child care center associated * with our university was quite good###so i felt confident that they'd do right.###speakerb10.###uh-huh.###speakera11.###speakerb12.###of,### aren't don't they kind of use them for, everybody kind of use them for guinea pigs? for their per-, for their pet theories or some such thing?###speakera13.###oh, you mean, uh, learning type,###uh, yeah?###i mean actual experiments they would have *-1 to get your permission.###speakerb14.###yes.###speakera15.###but, yeah,
171247:11	you're probably right.	probably	###speakera37.###and i think 0 that's ju-,###of course a part of it is technology.###i mean our kids, where would they be *t*-1 without nintendo and, you know, their t v shows###and no-,###some of that is really bad i think 0 *t*-1.###but, we have all single families.###so many single families now.###uh, a lot of working,###both parents are working.###so there's a whole big effect on our kids###and not very many of my daughter's friends really are on their original mother and father.###you know, i'm wondering what this is going *-1 to do *t*-2 in ten and twenty years.###speakerb38.###well, there's that###and there's the fact that, you know, nowadays fewer and fewer couples are deciding *-1 to have kids which *t*-2 generally tends *-3 to happen.###i mean the u s would be actually declining in population slightly if it weren't for the fact that we, have continuation, large scale immigration into the country.###speakera39.###speakerb40.###speakera41.
